,dice_pz,volume_similarity_pz,avgHausdorff_pz,dice_tz,volume_similarity_tz,avgHausdorff_tz,dice_all,volume_similarity_all,avgHausdorff_all,dice_sv,volume_similarity_sv,avgHausdorff_sv
0,0.6867766335550898,-0.04647771803517725,0.5847874833612119,0.9277469570257514,-0.07713836217603709,0.0864086946113683,0.9447461861254964,-0.06958303510027648,0.05765392467697626,0.8058244111349036,0.20985010706638116,0.22791804984179423
1,0.7841642228739002,-0.12129032258064516,0.27304746750512315,0.8564680373252798,0.19862934138692068,0.19432273099740252,0.9198552223371251,0.08743066654131804,0.09521405806181163,0.7965876357190339,0.0961666297363173,0.2762247783530535
2,0.7824989482541018,-0.070677324358435,0.2620907507466028,0.8312529625533259,0.21772791910254385,0.21971512145542635,0.8823220580514513,0.08460211505287632,0.1316962145673229,0.606053412462908,0.6924629080118694,6.604670230648322
3,0.7857550218617325,-0.05715734110639376,0.4233693912850567,0.9479522734601741,0.0710738471460819,0.05386740006706527,0.9466538090646094,0.0457473481195757,0.06323942446092853,0.7798385711832388,0.36063884595569295,0.2933255887828633
4,0.7762224710712952,-0.06382978723404255,0.5439536840063881,0.9330353447562288,0.044532737356179124,0.0737269422111424,0.9537742188374958,0.01937506999664016,0.050003049081364694,0.8168649509681915,0.1554084324754841,0.25177496580397435
5,0.8148242648465905,-0.13127511641257894,0.2722311911201961,0.9347572467019654,-0.04858057375332795,0.07051052446006029,0.9336136179672114,-0.06985369625360927,0.07033159970488412,0.8193330111164814,-0.1459642339294345,0.23547728855320213
6,0.6916895749629943,-0.3742863184605625,0.35930152554273365,0.8752221827230715,0.03578623059604218,0.14446467769983232,0.8666029439877652,-0.09841330529535462,0.15061598591705713,0.3882288429903125,1.1321513434472674,10.945158077221402
7,0.8200244719902112,-0.08671596531361388,0.24002924909961437,0.8731511254019293,-0.12395498392282958,0.16060314104501594,0.9176481392198728,-0.1027159813577611,0.09002519650155844,0.8863449497185504,-0.09752703813800519,0.14590127934056507
8,0.8507651128730872,-0.15080046462299884,0.17898310374991955,0.8879349074027855,0.09035092098038237,0.19697713991305782,0.9428513935003522,-0.02565650467853909,0.06407133464715184,0.8908495801906929,-0.0256154831364736,0.1305754313094122
9,0.6887017981498804,-0.40182933167030455,0.3656834635019305,0.8835279473653015,0.03663090510343193,0.14476602335478622,0.8699752804715726,-0.10853774481840654,0.14987669274575582,0.3748153618906942,1.1639586410635154,10.985769509730138
10,0.7861902736424217,-0.008507018290089324,0.2614826723584539,0.8878934339266769,0.09784274431215371,0.1392792351787618,0.907298903490416,0.07742529505315142,0.11172513176230794,0.63007623007623,0.567983367983368,0.7657805587199072
11,0.7895901884534849,0.04798085551899491,0.33145876432990745,0.8922853901424429,-0.07928904575822514,0.14885069157932249,0.9390672068141684,-0.022644645268515635,0.06541486885924491,0.7720337727744038,0.06310176270182195,0.30625520046034405
12,0.7938442309194594,-0.18232950550738222,0.26008496909561885,0.9019094951608685,0.12119626820123812,0.17197219732298674,0.9324831419462235,0.029286459949778517,0.071165561829058,0.7600098255956768,0.16556128715303364,0.2930972318102644
13,0.739906728847435,-0.09087275149900066,0.6170988183193749,0.8685750535247007,0.07488700340972167,0.1947115515788487,0.888062242285916,0.011121899549827875,0.16140189057662968,0.8003951174768926,-0.11020955337613772,0.25078732560740635
14,0.8390773033090759,0.03542496224083482,0.18736270297772992,0.8871622290408789,0.044937147381965754,0.1246090874031511,0.920262120157736,0.05775922059846903,0.08483646656735454,0.873241341991342,0.04329004329004329,0.14478870067816144
15,0.8249581239530988,-0.021105527638190954,0.3011192020709015,0.915903276388545,0.012049187092514648,0.10810462946689281,0.9357609451007644,0.012175121612230716,0.07317154349717767,0.8194417709335899,0.12358036573628489,0.41463896161842195
16,0.7072153734590284,-0.4437998549673677,0.38648632241526143,0.8161779575328615,-0.1704752275025278,0.2665608054494,0.8493686992267788,-0.2592411340576164,0.18330872693583677,0.0,-2.0,
17,0.7958472086190009,0.0477179236043095,0.31765966986507094,0.9019343389529726,-0.06523513753327417,0.3652005196752507,0.9225917570288431,-0.04366494432719598,0.10814389828782867,0.7291958859280038,0.42028985507246375,0.3363262968585598
18,0.6925425207152202,0.015990696322139845,0.9931607181507813,0.919103458512691,0.13070290255981215,0.09952337239167379,0.9378618119201096,0.10302364309909257,0.06527320612118498,0.7461544123058806,-0.08228453668948259,0.3762983312946202
19,0.8229775750176701,0.0014136092013108013,0.274931414350978,0.8862600265450978,-0.0691326677823302,0.147748354877633,0.9356645939789449,-0.011204826694576125,0.0728554480564672,0.8840956340956341,-0.00589050589050589,0.1330048368493918
20,0.8352347620562702,0.12226716967410572,0.23560330890578565,0.837618001543668,-0.08632666389598052,0.24282836439440483,0.931165058616039,0.046996576408341116,0.08732359332917826,0.7481091746136139,-0.36961525813877016,0.25275489096104187
21,0.5266389741737403,-0.844861838540726,0.910978125839284,0.8778256720739693,-0.06153137442005857,0.14189370419575006,0.8807560041378925,-0.17407107109905778,0.130259167228018,0.3815899581589958,-1.2287866108786611,1.1681971381889382
